Date,Views,Unique Visitors
2020-10-21,4549,1966
2020-10-22,1790,890
2020-10-23,941,508
2020-10-24,676,363
2020-10-25,646,313
2020-10-26,1226,543
2020-10-27,619,329
2020-10-28,320,203
2020-10-29,365,164
2020-10-30,475,227
2020-10-31,596,394
2020-11-01,395,220
