Date,Views,Unique Visitors
2020-10-10,1043,621
2020-10-11,1482,787
2020-10-12,1184,773
2020-10-13,599,367
2020-10-14,857,505
2020-10-15,762,448
2020-10-16,2801,1208
2020-10-17,1208,552
2020-10-18,2515,1137
2020-10-19,19841,7224
2020-10-20,8452,3594
2020-10-21,4549,1966
2020-10-22,1790,890
2020-10-23,914,491
