Date,Views,Unique Visitors
2020-10-08,1659,929
2020-10-09,785,417
2020-10-10,1050,625
2020-10-11,1482,787
2020-10-12,1184,773
2020-10-13,599,367
2020-10-14,857,505
2020-10-15,762,448
2020-10-16,2801,1208
2020-10-17,1208,552
2020-10-18,2515,1137
2020-10-19,19841,7224
2020-10-20,8452,3594
2020-10-21,4419,1917
