Date,Views,Unique Visitors
2020-10-05,220,113
2020-10-06,608,351
2020-10-07,1239,790
2020-10-08,1728,967
2020-10-09,785,417
2020-10-10,1050,625
2020-10-11,1482,787
2020-10-12,1184,773
2020-10-13,599,367
2020-10-14,857,505
2020-10-15,762,448
2020-10-16,2801,1208
2020-10-17,1208,552
2020-10-18,2515,1137
2020-10-19,15567,5929
